StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,SCORE_RAW,KANTARID
27/8/2024 10:32,27/8/2024 10:42,IP Address,100,585,TRUE,27/8/2024 10:42,R_1IYKVNbs7P4gvev,anonymous,EN,1,,0,0,,I agree,Yes,33706,,Condominium,Own,,20 years or more,,Low priority,Not a priority,Top priority,Low priority,Low priority,Moderate priority,High priority,Low priority,Low priority,Low priority,Moderate priority,High priority,Moderate priority,High priority,High priority,Moderate priority,A little true,Moderately true,Moderately true,Very true,Very true,Moderately true,A little true,Very true,A little true,Not true at all,Not true at all,Not true at all,A little true,Not true at all,Not true at all,Never,Never,Never,Never,Never,Never,Multiple times per week,About once a week,A few times,A few times,A few times,A few times,A few times,A few times,A few times,Never,Never,Never,Never,Never,A few times,Never,Never,Much more than I do,A little more than I do,A little more than I do,About the same as I do,About the same as I do,A little more than I do,About the same as I do,About the same as I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","Yes, very involved","No, not involved","Yes, a little involved",Moderately true,Not true at all,Moderately true,A little true,Not true at all,A little true,A little true,A little true,A little true,A little true,Very true,Very true,Very true,Moderately true,A little true,Not true at all,A little true,Very true,Very true,Not true at all,A little true,Not true at all,A little true,Moderately true,Moderately true,A little true,A little of the time,A good bit of the time,None of the time,A good bit of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Remained about the same,7,Phosphorus,7,Wastewater,8,Winter (December - February),5,Increased ocean temperature,9,Television,55 - 64,Male,,White or European,,Master's degree,Retired,"$100,000 or more",Slightly conservative,0,[confidential]
27/8/2024 11:02,27/8/2024 11:11,IP Address,100,579,TRUE,27/8/2024 11:11,R_1OoTlHEl6bDPOhb,anonymous,EN,1,,0,0,,I agree,Yes,33543,,Apartment,Rent,,20 years or more,,Moderate priority,Low priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderately true,Very true,Very true,A little true,Not true at all,Completely true,Moderately true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,A little true,Very true,Never,A few times,Never,A few times,Never,Never,A few times,A few times,A few times,Never,A few times,A few times,A few times,A few times,A few times,,,,,Never,Multiple times per week,Never,Never,,,,,Much less than I do,A little less than I do,A little less than I do,A little less than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Completely true,Completely true,Moderately true,Very true,Completely true,Moderately true,Completely true,Completely true,Completely true,Very true,Very true,Completely true,Completely true,Very true,Completely true,Completely true,Moderately true,Moderately true,Not true at all,Moderately true,A little true,Not true at all,Completely true,Moderately true,Completely true,Some of the time,Some of the time,A little of the time,A little of the time,None of the time,Some of the time,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Declined,9,Phosphorus,7,Wastewater,8,Summer (June - September),8,Increased ocean temperature,7,"Television,Radio,Mail or email newsletters,Your own observations or experiences",45 - 54,Female,,White or European,,Bachelor's degree,Full-time,"$50,000 - $74,999",Moderately liberal,1,[confidential]
27/8/2024 10:55,27/8/2024 11:13,IP Address,100,1078,TRUE,27/8/2024 11:13,R_3iTPltlslGhTPqx,anonymous,EN,0.20000000298023224,,0,0,,I agree,Yes,33543,,Mobile home,Own,,20 years or more,,Moderate priority,Not a priority,High priority,High priority,High priority,Top priority,High priority,High priority,High priority,High priority,Top priority,Top priority,Top priority,Top priority,Top priority,High priority,Moderately true,Very true,Moderately true,Moderately true,Not true at all,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Very true,Completely true,About once a week,A few times,A few times,A few times,A few times,Never,Multiple times per week,Multiple times per week,A few times,Never,Never,A few times,Never,Never,A few times,,,,,A few times,Multiple times per week,About once a week,A few times,,,,,A little more than I do,About the same as I do,A little more than I do,A little more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",Completely true,Moderately true,Very true,Completely true,A little true,Completely true,Very true,Completely true,Completely true,Completely true,Very true,Not true at all,Completely true,Completely true,Completely true,Completely true,Completely true,Not true at all,Moderately true,Not true at all,Very true,Not true at all,Moderately true,Moderately true,Moderately true,Completely true,A little of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Several days,Several days,Not at all,Several days,Not at all,Improved,7,Nitrogen,8,Stormwater runoff,5,Summer (June - September),8,Increased ocean temperature,6,Mail or email newsletters,55 - 64,Female,,White or European,,Bachelor's degree,Retired,"$50,000 - $74,999",Slightly conservative,4,[confidential]
27/8/2024 11:01,27/8/2024 11:22,IP Address,100,1247,TRUE,27/8/2024 11:22,R_6xOX3CIphpOpX6V,anonymous,EN,1,,0,0,,I agree,Yes,33763,,Condominium,Rent,,20 years or more,,High priority,High priority,Moderate priority,Moderate priority,High priority,Moderate priority,High priority,Moderate priority,Top priority,Moderate priority,Moderate priority,High priority,High priority,High priority,Moderate priority,Moderate priority,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Completely true,Completely true,A little true,Very true,Very true,Very true,Very true,Not true at all,Moderately true,About once a month,Never,Never,About once a month,Never,Never,A few times,A few times,A few times,A few times,Never,A few times,About once a month,A few times,About once a month,Never,Never,Never,Never,About once a month,About once a month,Never,A few times,A little more than I do,Much more than I do,Much more than I do,Much more than I do,About the same as I do,About the same as I do,Much more than I do,Much more than I do,,,,"Yes, a little involved","No, not involved","Yes, very involved","Yes, very involved","No, not involved","No, not involved","Yes, very involved",Completely true,Not true at all,Very true,Very true,Not true at all,Moderately true,Very true,Very true,A little true,Not true at all,Very true,A little true,Moderately true,Very true,Moderately true,A little true,Very true,Not true at all,Very true,Not true at all,A little true,Not true at all,Moderately true,Moderately true,Not true at all,Completely true,None of the time,Most of the time,None of the time,A good bit of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Remained about the same,6,Phosphorus,6,Industrial discharges into the bay,5,Summer (June - September),8,Nutrient pollution,5,"Television,Government websites,Your own observations or experiences",65 or older,Male,,White or European,,Master's degree,Retired,"$75,000 - $99,999",Moderately liberal,1.5,[confidential]
27/8/2024 11:15,27/8/2024 11:22,IP Address,100,461,TRUE,27/8/2024 11:22,R_5zSV7DZqUKnlsp4,anonymous,EN,1,,0,0,,I agree,Yes,33612,,Apartment,Rent,,20 years or more,,Low priority,High priority,Top priority,Top priority,Top priority,Moderate priority,Top priority,Not a priority,Top priority,Low priority,High priority,High priority,High priority,High priority,High priority,Top priority,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,A little true,Moderately true,A little true,Moderately true,Moderately true,A little true,Moderately true,Very true,Moderately true,Never,Never,Never,Never,Never,Never,Never,Multiple times per week,About once a month,Never,About once a month,About once a month,About once a month,About once a week,Never,,,,,Never,Never,Never,Never,,,,,About the same as I do,About the same as I do,A little less than I do,A little less than I do,,,,"Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved",Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Moderately true,Very true,Moderately true,Moderately true,Very true,Moderately true,Very true,Moderately true,Moderately true,Not true at all,Completely true,Moderately true,Not true at all,Not true at all,Completely true,A little true,Completely true,All of the time,Most of the time,Most of the time,A good bit of the time,Some of the time,A good bit of the time,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Several days,Several days,Declined,1,Nitrogen,0,Wastewater,0,Spring (March - May),1,Nutrient pollution,0,"Television,Social media",35 - 44,Female,,White or European,,Did not complete high school,Unemployed,"Less than $25,000",Neutral,1.5,[confidential]
27/8/2024 11:02,27/8/2024 11:23,IP Address,100,1240,TRUE,27/8/2024 11:23,R_1wGZ4Z8XtaVOgBe,anonymous,EN,1,,0,0,,I agree,Yes,33733,,Condominium,Own,,5 - 9 years,,Moderate priority,Not a priority,Top priority,Moderate priority,Moderate priority,High priority,Top priority,High priority,High priority,High priority,High priority,High priority,Top priority,Top priority,Top priority,Top priority,Moderately true,Moderately true,A little true,Moderately true,Not true at all,Completely true,Very true,Very true,A little true,Very true,Moderately true,Very true,Very true,A little true,Moderately true,Multiple times per week,A few times,Never,About once a month,About once a month,Never,Multiple times per week,Multiple times per week,Multiple times per week,Never,Never,A few times,A few times,About once a month,About once a month,Never,A few times,Never,Never,Multiple times per week,Multiple times per week,A few times,A few times,A little more than I do,A little more than I do,A little more than I do,A little more than I do,A little less than I do,A little less than I do,A little less than I do,A little less than I do,,,,"Yes, very involved","No, not involved","Yes, very involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved",A little true,A little true,Moderately true,Moderately true,Not true at all,Completely true,Moderately true,A little true,A little true,A little true,Very true,Very true,Completely true,Very true,Very true,Very true,Very true,Very true,Very true,Not true at all,A little true,Moderately true,Moderately true,Moderately true,Moderately true,Completely true,None of the time,Most of the time,A little of the time,Most of the time,A little of the time,Most of the time,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Declined,4,Phosphorus,4,Wastewater,7,Summer (June - September),7,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",6,"Television,Social media,Newspapers or magazines,Government websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Male,,White or European,,Master's degree,Part-time,"$25,000 - $49,999",Moderately liberal,2,[confidential]
27/8/2024 11:29,27/8/2024 11:42,IP Address,100,762,TRUE,27/8/2024 11:42,R_3kv1omY3TVddvqW,anonymous,EN,1,,0,0,,I agree,Yes,33616,,Single-family home,Own,,20 years or more,,High priority,Not a priority,High priority,Not a priority,Not a priority,Top priority,High priority,Not a priority,High priority,Not a priority,Moderate priority,High priority,Top priority,Top priority,Top priority,Not a priority,Not true at all,Very true,Very true,Very true,Not true at all,Completely true,Completely true,Moderately true,A little true,Moderately true,Moderately true,Not true at all,Completely true,Completely true,Completely true,Never,Never,Never,Multiple times per week,Multiple times per week,Never,Multiple times per week,Multiple times per week,About once a month,A few times,Never,A few times,A few times,A few times,A few times,Never,About once a week,Never,Never,Never,About once a week,Multiple times per week,Never,A little more than I do,A little less than I do,A little more than I do,About the same as I do,A little more than I do,About the same as I do,A little less than I do,A little more than I do,,,,"Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",Completely true,Completely true,Completely true,Not true at all,Very true,Completely true,A little true,Completely true,Completely true,Completely true,Very true,A little true,Completely true,Completely true,Not true at all,Moderately true,Completely true,Completely true,A little true,Not true at all,Completely true,Moderately true,Not true at all,Not true at all,Moderately true,Not true at all,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Improved,7,Phosphorus,2,Stormwater runoff,7,Summer (June - September),5,Nutrient pollution,3,"Television,Social media,Mail or email newsletters,Word of mouth (friends, family, coworkers),Your own observations or experiences",65 or older,Female,,White or European,,Associate degree,Retired,"$50,000 - $74,999",Moderately conservative,3.5,[confidential]
27/8/2024 11:32,27/8/2024 11:46,IP Address,100,859,TRUE,27/8/2024 11:46,R_7Ge0nN3hUzpfHlB,anonymous,EN,1,,0,0,,I agree,Yes,33709,,Mobile home,Own,,Less than a year,,Moderate priority,Not a priority,High priority,Not a priority,Not a priority,High priority,Top priority,Not a priority,Top priority,Not a priority,Top priority,Moderate priority,Moderate priority,Moderate priority,High priority,Not a priority,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,A little true,Not true at all,A little true,A little true,A little true,Moderately true,Moderately true,Moderately true,A little true,A little true,Never,Never,Never,Never,A few times,Never,Never,Never,A few times,Never,Never,Never,Never,A few times,Never,,,,,Never,A few times,A few times,Never,,,,,Much more than I do,About the same as I do,A little more than I do,A little more than I do,,,,"No, not involved","No, not involved","Yes, a little involved","Yes, very involved","Yes, a little involved","No, not involved","No, not involved",A little true,A little true,A little true,A little true,Not true at all,Moderately true,A little true,Not true at all,A little true,A little true,Very true,Not true at all,Not true at all,A little true,A little true,Not true at all,Very true,Moderately true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,Most of the time,None of the time,Some of the time,None of the time,A good bit of the time,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,10,Carbon,5,Industrial discharges into the bay,6,Winter (December - February),3,Nutrient pollution,4,"Word of mouth (friends, family, coworkers),Your own observations or experiences",55 - 64,Female,,White or European,,Associate degree,Unemployed,"$50,000 - $74,999",Strongly conservative,0.5,[confidential]
27/8/2024 11:36,27/8/2024 11:57,IP Address,100,1267,TRUE,27/8/2024 11:57,R_7tMztnK3jXz09P3,anonymous,EN,1,,0,0,,I agree,Yes,33523,,Apartment,Rent,,5 - 9 years,,Moderate priority,Top priority,Top priority,Moderate priority,Top priority,High priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Moderate priority,Top priority,High priority,A little true,A little true,Not true at all,Not true at all,Not true at all,Very true,A little true,Moderately true,A little true,Moderately true,Moderately true,Not true at all,A little true,Not true at all,Very true,Never,Never,Never,About once a month,Never,Never,A few times,About once a month,Never,About once a month,Never,A few times,Never,Never,Never,,,,,About once a month,A few times,A few times,Never,,,,,About the same as I do,About the same as I do,About the same as I do,About the same as I do,,,,"No, not involved","No, not involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved",A little true,Not true at all,A little true,Moderately true,Not true at all,Not true at all,Moderately true,Moderately true,Moderately true,Not true at all,Very true,Not true at all,Not true at all,Moderately true,A little true,Not true at all,Not true at all,Not true at all,Moderately true,Not true at all,Moderately true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,None of the time,A good bit of the time,A little of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,8,Phosphorus,8,Stormwater runoff,8,Fall (October - November),8,Increased ocean temperature,8,Television,65 or older,Female,,White or European,,Did not complete high school,Retired,"Less than $25,000",Slightly conservative,1,[confidential]
27/8/2024 11:55,27/8/2024 12:14,IP Address,100,1176,TRUE,27/8/2024 12:14,R_8tygwnUBLkvbATT,anonymous,EN,1,,0,0,,I agree,Yes,33612,,Single-family home,Own,,20 years or more,,High priority,Top priority,Moderate priority,High priority,Top priority,High priority,Top priority,Moderate priority,Moderate priority,High priority,High priority,High priority,High priority,High priority,High priority,Moderate priority,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Very true,Very true,Very true,A little true,Moderately true,Very true,A little true,Very true,Moderately true,Moderately true,A few times,A few times,Never,Never,A few times,A few times,About once a week,A few times,About once a month,About once a month,A few times,A few times,A few times,A few times,A few times,A few times,About once a month,Never,Never,About once a week,About once a week,Never,Never,A little more than I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,Summer (June - September),A fishing pier or boardwalk,Fishing for relaxation,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Not true at all,A little true,A little true,Not true at all,Completely true,Moderately true,Completely true,Completely true,Completely true,Very true,A little true,Very true,Very true,Moderately true,Not true at all,Very true,A little true,A little true,Not true at all,Very true,A little true,Not true at all,Not true at all,A little true,Very true,Some of the time,Most of the time,A little of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,8,Phosphorus,8,Industrial discharges into the bay,5,Summer (June - September),5,"Boat propeller blades,Microplastics,Nutrient pollution",8,"Word of mouth (friends, family, coworkers)",55 - 64,Female,,White or European,,Did not complete high school,Part-time,"$50,000 - $74,999",Neutral,2,[confidential]
27/8/2024 12:10,27/8/2024 12:19,IP Address,100,534,TRUE,27/8/2024 12:19,R_116Ns50akxSh71t,anonymous,EN,1,,0,0,,I agree,Yes,33624,,Single-family home,Own,,20 years or more,,High priority,Top priority,High priority,Top priority,High priority,High priority,High priority,Top priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,A little true,A little true,Moderately true,Not true at all,Not true at all,Very true,Very true,Moderately true,A little true,Moderately true,Moderately true,A little true,Very true,A little true,Moderately true,A few times,A few times,Never,A few times,About once a week,About once a month,About once a week,About once a week,About once a week,About once a week,About once a month,About once a month,A few times,About once a month,A few times,A few times,About once a month,About once a month,Never,About once a week,About once a week,Never,A few times,A little more than I do,Much more than I do,A little more than I do,Much more than I do,A little more than I do,About the same as I do,Much more than I do,A little more than I do,Spring (March - May),The shoreline or bank of a water body,Fishing for fun or sport,"Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved","Yes, a little involved",Very true,Not true at all,Moderately true,A little true,Not true at all,Moderately true,A little true,Very true,Moderately true,A little true,Very true,Not true at all,A little true,Very true,Moderately true,A little true,Completely true,A little true,Moderately true,Not true at all,A little true,A little true,A little true,Moderately true,Moderately true,Moderately true,Most of the time,A good bit of the time,Some of the time,Some of the time,A little of the time,A little of the time,Several days,More than half the days,Several days,Several days,Several days,More than half the days,Several days,Declined,4,Phosphorus,4,Stormwater runoff,4,Summer (June - September),4,Nutrient pollution,4,"Television,Social media,Newspapers or magazines",35 - 44,Female,,White or European,,Doctoral degree,Full-time,"$100,000 or more",Moderately liberal,2.5,[confidential]
27/8/2024 12:15,27/8/2024 12:26,IP Address,100,675,TRUE,27/8/2024 12:26,R_1gXAQ6y7VCIO4GB,anonymous,EN,1,,0,0,,I agree,Yes,33777,,Single-family home,Own,,20 years or more,,Low priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderate priority,Low priority,Moderate priority,Moderate priority,Top priority,Moderate priority,High priority,High priority,Moderate priority,Not true at all,Not true at all,Moderately true,Moderately true,A little true,Moderately true,Moderately true,Very true,A little true,A little true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,A few times,Never,Never,Never,Never,Never,A few times,A few times,A few times,A few times,A few times,A few times,A few times,Never,Never,Never,A few times,Never,Never,Never,Multiple times per week,A few times,A few times,Much more than I do,Much more than I do,Much more than I do,A little more than I do,A little more than I do,Much less than I do,About the same as I do,About the same as I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved",Very true,Not true at all,A little true,A little true,Not true at all,Not true at all,A little true,Very true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Very true,A little true,Not true at all,Very true,Moderately true,Very true,Not true at all,Not true at all,Not true at all,Not true at all,A little true,Not true at all,Not true at all,None of the time,Most of the time,None of the time,Most of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,9,Phosphorus,1,Wastewater,1,Summer (June - September),6,Boat propeller blades,1,"Word of mouth (friends, family, coworkers)",65 or older,Female,,White or European,,High school diploma or GED,Part-time,"$50,000 - $74,999",Neutral,1.5,[confidential]
27/8/2024 12:38,27/8/2024 13:02,IP Address,100,1400,TRUE,27/8/2024 13:02,R_7jOPtPBP7Y9p1o5,anonymous,EN,1,,0,0,,I agree,Yes,33573,,Single-family home,Own,,20 years or more,,Moderate priority,Not a priority,Top priority,Not a priority,Not a priority,High priority,High priority,Low priority,Not a priority,Not a priority,High priority,Top priority,High priority,Top priority,High priority,High priority,Not true at all,Not true at all,Not true at all,Moderately true,Not true at all,Completely true,Not true at all,Very true,A little true,Moderately true,Very true,A little true,Completely true,Not true at all,A little true,Never,Never,A few times,Multiple times per week,About once a week,Never,Never,Never,Never,Never,Never,A few times,Never,About once a month,A few times,Never,About once a week,Never,Never,Never,Multiple times per week,Never,Never,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,A little more than I do,About the same as I do,About the same as I do,,,,"No, not involved","No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved",Very true,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Very true,Very true,A little true,Very true,Not true at all,Moderately true,Very true,Very true,Not true at all,Completely true,Not true at all,Moderately true,Not true at all,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,A good bit of the time,A little of the time,Most of the time,None of the time,None of the time,A little of the time,More than half the days,Not at all,Not at all,Not at all,Not at all,More than half the days,More than half the days,Declined,7,Nitrogen,0,Stormwater runoff,7,Summer (June - September),2,Increased ocean temperature,0,Television,65 or older,Female,,White or European,,Vocational or Trade School degree,Retired,"$25,000 - $49,999",Moderately conservative,3,[confidential]
27/8/2024 12:16,27/8/2024 13:13,IP Address,100,3394,TRUE,27/8/2024 13:13,R_6HyBDXpmmU0nu1j,anonymous,EN,1,,0,0,,I agree,Yes,33809,,Single-family home,Own,,20 years or more,,Low priority,Top priority,Top priority,High priority,Moderate priority,Low priority,High priority,Moderate priority,High priority,Low priority,Low priority,Moderate priority,High priority,Not a priority,Not a priority,Moderate priority,Not true at all,Moderately true,A little true,A little true,Very true,Very true,Not true at all,Moderately true,A little true,A little true,A little true,A little true,Very true,Not true at all,Moderately true,Never,Never,Never,Never,A few times,Never,Multiple times per week,A few times,A few times,Never,Never,Never,Never,A few times,A few times,A few times,About once a week,Never,Never,Never,About once a week,A few times,Never,About the same as I do,About the same as I do,About the same as I do,About the same as I do,A little more than I do,About the same as I do,A little more than I do,A little more than I do,Spring (March - May),,,"No, not involved","No, not involved","No, not involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","No, not involved",Moderately true,Not true at all,Very true,A little true,Not true at all,A little true,A little true,Very true,A little true,Not true at all,Very true,Not true at all,Not true at all,Very true,A little true,A little true,A little true,A little true,A little true,Not true at all,A little true,Not true at all,Not true at all,A little true,Not true at all,Moderately true,None of the time,Most of the time,None of the time,A good bit of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,3,Phosphorus,5,Stormwater runoff,5,Summer (June - September),8,"Increased ocean temperature,Microplastics",8,Television,65 or older,Female,,White or European,,Bachelor's degree,Retired,"$25,000 - $49,999",Moderately liberal,2,[confidential]
27/8/2024 13:25,27/8/2024 13:36,IP Address,100,702,TRUE,27/8/2024 13:36,R_1XmRQsHKXi5RsWE,anonymous,EN,1,,0,0,,I agree,Yes,33785,,Condominium,Own,,5 - 9 years,,High priority,High priority,High priority,Moderate priority,Top priority,Moderate priority,Top priority,High priority,Top priority,Moderate priority,High priority,High priority,High priority,Moderate priority,Top priority,Moderate priority,A little true,Very true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,Moderately true,A little true,A little true,A little true,Not true at all,Moderately true,Not true at all,Very true,Never,A few times,Never,A few times,Never,A few times,A few times,A few times,About once a week,About once a month,A few times,A few times,Never,About once a month,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much more than I do,,The shoreline or bank of a water body,"Fishing for fun or sport,Fishing for relaxation,Watching friends or family fish","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Not true at all,A little true,Not true at all,A little true,Very true,A little true,Very true,Not true at all,Very true,Very true,Moderately true,Moderately true,Moderately true,A little true,Not true at all,Moderately true,Moderately true,A little true,Not true at all,Completely true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,All of the time,Some of the time,All of the time,A little of the time,A good bit of the time,A little of the time,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Remained about the same,5,Nitrogen,0,Industrial discharges into the bay,0,Summer (June - September),1,"Boat propeller blades,Microplastics,Nutrient pollution",3,"Television,Social media",45 - 54,Female,,White or European,,Vocational or Trade School degree,Unemployed,"$50,000 - $74,999",Neutral,3,[confidential]
