StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,REFERRAL,SCORE_RAW
15/8/2024 14:51,15/8/2024 15:10,IP Address,100,1142,TRUE,15/8/2024 15:10,R_14XaK2743EROXtv,anonymous,EN,1,TRUE,90,0,15/8/2024 18:47,I agree,Yes,33578,,Townhome or duplex,Own,,1 - 4 years,,High priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,Not a priority,Not a priority,High priority,High priority,Top priority,Top priority,Top priority,Not a priority,A little true,A little true,A little true,Not true at all,Not true at all,Completely true,Completely true,Very true,A little true,Completely true,Very true,Very true,Completely true,Very true,Very true,About once a month,A few times,Never,Multiple times per week,Never,Never,Multiple times per week,A few times,A few times,Never,A few times,A few times,Never,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Much more than I do,Much more than I do,Much more than I do,Much more than I do,About the same as I do,A little more than I do,A little more than I do,About the same as I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Not true at all,A little true,A little true,A little true,Completely true,Very true,Completely true,A little true,A little true,Very true,Not true at all,A little true,Very true,Completely true,A little true,Completely true,A little true,Moderately true,Not true at all,A little true,A little true,A little true,A little true,A little true,A little true,A little of the time,Most of the time,A little of the time,A good bit of the time,None of the time,Most of the time,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,Improved,8,Phosphorus,1,Stormwater runoff,5,Summer (June - September),5,Nutrient pollution,3,"Television,Word of mouth (friends, family, coworkers),Your own observations or experiences",45 - 54,Female,,White or European,,Associate degree,Full-time,"$75,000 - $99,999",Moderately conservative,Government,3.5
15/8/2024 15:08,15/8/2024 15:27,IP Address,100,1126,TRUE,15/8/2024 15:27,R_1Fpm0w7nD6fT4QN,anonymous,EN,1,TRUE,89,0,15/8/2024 18:46,I agree,Yes,33701,,Single-family home,Own,,20 years or more,,Top priority,High priority,High priority,High priority,High priority,Top priority,High priority,Top priority,High priority,Low priority,Top priority,Top priority,Low priority,Top priority,Top priority,Top priority,Very true,Not true at all,Not true at all,Not true at all,Not true at all,Completely true,Moderately true,Very true,A little true,Completely true,Very true,Very true,Completely true,Very true,Completely true,About once a month,A few times,A few times,A few times,About once a month,About once a week,Multiple times per week,A few times,A few times,A few times,A few times,Multiple times per week,A few times,A few times,Multiple times per week,Never,Never,Never,About once a month,Multiple times per week,About once a month,A few times,About once a month,Much more than I do,Much more than I do,A little more than I do,About the same as I do,Much less than I do,About the same as I do,About the same as I do,About the same as I do,,The shoreline or bank of a water body,"Fishing for fun or sport,Fishing for relaxation","Yes, very involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Very true,A little true,Moderately true,Very true,Not true at all,Moderately true,Very true,Completely true,Not true at all,Moderately true,Very true,A little true,Moderately true,Very true,Moderately true,A little true,Completely true,A little true,Completely true,Not true at all,Not true at all,A little true,A little true,Moderately true,Not true at all,Moderately true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Remained about the same,9,Nitrogen,8,Stormwater runoff,8,Summer (June - September),10,"Boat propeller blades,Increased ocean temperature",10,"Radio,Social media,Newspapers or magazines,Mail or email newsletters,Government websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Male,,White or European,,Master's degree,Full-time,"$100,000 or more",Moderately liberal,Government,3.5
15/8/2024 15:23,15/8/2024 15:48,IP Address,100,1499,TRUE,15/8/2024 15:48,R_68NijueWApdU2TD,anonymous,EN,1,TRUE,88,0,15/8/2024 18:51,I agree,Yes,33584,,Single-family home,Own,,10 - 19 years,,Top priority,Top priority,High priority,Low priority,Low priority,High priority,High priority,Top priority,Not a priority,Not a priority,High priority,High priority,Moderate priority,Moderate priority,Moderate priority,Low priority,Moderately true,Moderately true,Moderately true,Very true,Not true at all,Completely true,Completely true,Moderately true,A little true,Completely true,Very true,Not true at all,Completely true,Completely true,Very true,A few times,A few times,About once a month,About once a month,About once a week,Never,Multiple times per week,Never,A few times,About once a week,A few times,About once a month,A few times,About once a month,A few times,Never,Never,Never,Multiple times per week,Never,About once a week,Multiple times per week,A few times,Much more than I do,Much more than I do,Much more than I do,A little less than I do,About the same as I do,A little less than I do,A little less than I do,A little less than I do,,,,"No, not involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved","Yes, a little involved","Yes, very involved",Very true,Completely true,Completely true,Very true,Completely true,Completely true,A little true,Very true,Completely true,Completely true,Very true,Not true at all,Completely true,Very true,A little true,Completely true,Very true,Moderately true,Very true,Not true at all,A little true,Very true,Not true at all,Moderately true,Moderately true,Very true,None of the time,Most of the time,A little of the time,A good bit of the time,None of the time,Most of the time,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Remained about the same,6,Nitrogen,5,Stormwater runoff,6,Summer (June - September),7,Boat propeller blades,4,"Social media,Word of mouth (friends, family, coworkers),Your own observations or experiences",25 - 34,Female,,White or European,,Master's degree,Full-time,"$100,000 or more",Moderately conservative,Government,3.5
15/8/2024 15:37,15/8/2024 15:54,IP Address,100,984,TRUE,15/8/2024 15:54,R_33c2T5RSxFElHwJ,anonymous,EN,1,,0,0,,I agree,Yes,33603,,Single-family home,Own,,20 years or more,,Top priority,Not a priority,Low priority,Not a priority,Moderate priority,Top priority,Moderate priority,Not a priority,Not a priority,Not a priority,Top priority,Top priority,Moderate priority,Top priority,Top priority,Moderate priority,Completely true,Completely true,Very true,A little true,Not true at all,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Never,Multiple times per week,About once a month,Multiple times per week,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,About once a month,Never,A few times,About once a month,About once a month,Never,A few times,Never,About once a month,A few times,Never,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,Much more than I do,Much more than I do,Much more than I do,Much more than I do,A little less than I do,A little less than I do,A little less than I do,A little less than I do,,"A boat, kayak, or canoe",Fishing for fun or sport,"No, not involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,A little true,Completely true,Completely true,Very true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,Not true at all,Completely true,Completely true,Completely true,Completely true,Completely true,Not true at all,Very true,Not true at all,Moderately true,Completely true,Moderately true,Very true,Not true at all,Completely true,Some of the time,A good bit of the time,A little of the time,A good bit of the time,A little of the time,Most of the time,Several days,Not at all,Several days,Not at all,Several days,More than half the days,Not at all,Declined,10,Nitrogen,10,Stormwater runoff,10,Summer (June - September),10,Nutrient pollution,10,"Social media,Public meetings,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Male,,White or European,,Vocational or Trade School degree,Full-time,"$100,000 or more",Neutral,Unknown,3.5
15/8/2024 15:40,15/8/2024 15:57,IP Address,100,1010,TRUE,15/8/2024 15:57,R_3B2ThTFLJ7QTY0V,anonymous,EN,1,TRUE,82,0,15/8/2024 19:27,I agree,Yes,33604,,Single-family home,Own,,20 years or more,,High priority,Moderate priority,Low priority,Moderate priority,Low priority,Top priority,Moderate priority,Low priority,Not a priority,Not a priority,High priority,Top priority,Top priority,High priority,High priority,Low priority,Not true at all,A little true,Not true at all,A little true,Not true at all,Completely true,Completely true,Completely true,A little true,Very true,Moderately true,Not true at all,Completely true,Very true,Completely true,Never,Multiple times per week,A few times,Multiple times per week,Multiple times per week,About once a month,Never,Multiple times per week,A few times,A few times,Never,A few times,Never,A few times,Never,Never,Never,Never,Never,Never,Multiple times per week,A few times,Never,Much more than I do,Much more than I do,Much more than I do,Much more than I do,A little more than I do,A little less than I do,About the same as I do,A little more than I do,,"A boat, kayak, or canoe","Fishing for my own food,Watching friends or family fish","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved","No, not involved",Completely true,Not true at all,Moderately true,A little true,A little true,Not true at all,A little true,Completely true,A little true,Not true at all,Very true,Not true at all,Very true,Completely true,Moderately true,Not true at all,Not true at all,A little true,Completely true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Very true,None of the time,Most of the time,None of the time,A good bit of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,10,Nitrogen,6,Stormwater runoff,6,Summer (June - September),8,"Increased ocean temperature,Nutrient pollution",10,"Newspapers or magazines,Mail or email newsletters,Government websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Male,,White or European,,Bachelor's degree,Full-time,"$75,000 - $99,999",Slightly conservative,Government,3.5
15/8/2024 15:48,15/8/2024 16:01,IP Address,100,728,TRUE,15/8/2024 16:01,R_1rlSF4c45U7y5AB,anonymous,EN,1,,0,0,,I agree,Yes,33710,,Single-family home,Own,,20 years or more,,Moderate priority,Moderate priority,Moderate priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Top priority,Moderate priority,Top priority,Top priority,Top priority,Completely true,Completely true,Completely true,Completely true,Not true at all,Completely true,Moderately true,Completely true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,A few times,Multiple times per week,Multiple times per week,About once a week,About once a month,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,A few times,Never,About once a month,A few times,Multiple times per week,About once a month,Never,Never,About once a month,Never,Never,Multiple times per week,Multiple times per week,A few times,Much more than I do,Much more than I do,About the same as I do,Much more than I do,A little more than I do,Much less than I do,About the same as I do,A little more than I do,,"A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Socializing with other anglers","Yes, a little involved","Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","Yes, very involved",Completely true,Completely true,Completely true,Completely true,Very true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,Moderately true,Completely true,Completely true,Very true,Completely true,Completely true,Completely true,Completely true,Not true at all,Moderately true,Completely true,Moderately true,Moderately true,Moderately true,Moderately true,A little of the time,Most of the time,None of the time,A good bit of the time,None of the time,A good bit of the time,Several days,Not at all,Not at all,Not at all,More than half the days,Not at all,Not at all,Declined,10,Phosphorus,10,Stormwater runoff,8,Summer (June - September),7,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",10,"Social media,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",25 - 34,Male,,White or European,,Bachelor's degree,Full-time,"$100,000 or more",Slightly conservative,Recreation,3
15/8/2024 15:16,15/8/2024 16:16,IP Address,100,3550,TRUE,15/8/2024 16:16,R_6wV46aScjC6e0M1,anonymous,EN,1,TRUE,89,0,15/8/2024 19:08,I agree,Yes,33606,,Apartment,Rent,,10 - 19 years,,Top priority,High priority,High priority,High priority,High priority,High priority,Top priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,Top priority,High priority,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Completely true,Moderately true,Very true,A little true,Very true,Completely true,Completely true,Completely true,A little true,Moderately true,A few times,A few times,A few times,Never,A few times,Never,A few times,A few times,A few times,Never,Never,A few times,Never,A few times,A few times,,,,,A few times,A few times,Never,Never,,,,,Much less than I do,About the same as I do,A little less than I do,About the same as I do,,,,"Yes, very involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Completely true,Not true at all,Not true at all,Moderately true,Moderately true,Moderately true,Moderately true,Completely true,A little true,Not true at all,Very true,Not true at all,A little true,Completely true,Very true,Not true at all,Not true at all,Not true at all,Moderately true,A little true,Moderately true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,A little of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Several days,Several days,Several days,Several days,Improved,10,Phosphorus,10,Stormwater runoff,8,Summer (June - September),8,Nutrient pollution,7,"Newspapers or magazines,Mail or email newsletters,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Female,,White or European,,Bachelor's degree,Full-time,"$50,000 - $74,999",Neutral,Government,3.5
15/8/2024 16:06,15/8/2024 16:22,IP Address,100,962,TRUE,15/8/2024 16:22,R_3sj2KQEHuSB78rc,anonymous,EN,1,,0,5,,I agree,Yes,33617,,Single-family home,Own,,20 years or more,,Top priority,Moderate priority,Moderate priority,Low priority,Low priority,Moderate priority,High priority,High priority,Low priority,Low priority,High priority,Top priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Not true at all,A little true,A little true,Not true at all,A little true,Very true,Completely true,Moderately true,A little true,Completely true,Very true,A little true,Completely true,A little true,Moderately true,About once a month,A few times,About once a month,A few times,A few times,Never,Multiple times per week,Multiple times per week,About once a month,About once a month,A few times,About once a month,About once a month,About once a month,About once a month,About once a month,A few times,Never,Never,Never,About once a week,A few times,A few times,About the same as I do,Much more than I do,About the same as I do,A little less than I do,Much less than I do,About the same as I do,A little less than I do,Much less than I do,"Spring (March - May),Summer (June - September)",,,"Yes, a little involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,A little true,A little true,Very true,Not true at all,A little true,Moderately true,Very true,A little true,Not true at all,Very true,Not true at all,Moderately true,Moderately true,Very true,A little true,Not true at all,Not true at all,Very true,Not true at all,Moderately true,Not true at all,A little true,Moderately true,Very true,Very true,None of the time,Most of the time,None of the time,A good bit of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Declined,10,Nitrogen,10,Stormwater runoff,8,Summer (June - September),9,Nutrient pollution,9,"Television,Social media,Newspapers or magazines,Mail or email newsletters,Your own observations or experiences",45 - 54,Male,,White or European,,Doctoral degree,Full-time,"$100,000 or more",Strongly liberal,TBEP,3.5
15/8/2024 15:58,15/8/2024 16:22,IP Address,100,1450,TRUE,15/8/2024 16:22,R_5kebUD6nvFgTTyh,anonymous,EN,1,,0,0,,I agree,Yes,33702,,Single-family home,Own,,20 years or more,,Moderate priority,High priority,High priority,High priority,High priority,Moderate priority,Top priority,Moderate priority,Top priority,High priority,High priority,Top priority,High priority,High priority,High priority,High priority,A little true,A little true,Not true at all,A little true,Not true at all,Completely true,Very true,Very true,A little true,Completely true,Very true,Completely true,Completely true,Moderately true,Moderately true,About once a week,A few times,Never,A few times,About once a week,Never,Multiple times per week,About once a week,A few times,About once a month,A few times,About once a month,About once a month,A few times,About once a month,Never,About once a month,Never,About once a month,About once a month,Multiple times per week,About once a week,A few times,About the same as I do,About the same as I do,About the same as I do,A little less than I do,A little less than I do,About the same as I do,A little less than I do,A little less than I do,,,,"Yes, a little involved","No, not involved","No, not involved","Yes, a little involved","Yes, very involved","No, not involved","No, not involved",Completely true,A little true,A little true,Moderately true,Not true at all,Moderately true,Moderately true,Completely true,A little true,Moderately true,Very true,A little true,A little true,Completely true,Moderately true,A little true,Moderately true,A little true,Very true,Not true at all,Moderately true,A little true,A little true,Very true,A little true,A little true,A little of the time,Most of the time,A little of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Remained about the same,7,Phosphorus,5,Stormwater runoff,5,Summer (June - September),8,Nutrient pollution,5,"Newspapers or magazines,Your own observations or experiences",65 or older,Female,,White or European,,Doctoral degree,Retired,"$75,000 - $99,999",Slightly liberal,Connection,2.5
14/8/2024 8:53,15/8/2024 16:34,IP Address,100,114026,TRUE,15/8/2024 16:34,R_1sTxs2wynqwBpQZ,anonymous,EN,1,,0,0,,I agree,Yes,33559,,Single-family home,Own,,20 years or more,,Top priority,Moderate priority,High priority,Moderate priority,High priority,Low priority,Top priority,High priority,Moderate priority,High priority,Moderate priority,High priority,High priority,Moderate priority,High priority,Moderate priority,Not true at all,Moderately true,Not true at all,A little true,A little true,Completely true,Completely true,A little true,A little true,Completely true,Completely true,Completely true,Completely true,Very true,Very true,About once a month,A few times,Never,Multiple times per week,About once a week,Never,About once a week,About once a week,About once a month,Never,A few times,About once a week,About once a month,A few times,A few times,Never,A few times,Never,Never,A few times,Multiple times per week,About once a week,About once a month,Much more than I do,A little more than I do,Much more than I do,A little more than I do,A little more than I do,A little less than I do,A little less than I do,A little less than I do,,,,"Yes, very involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Moderately true,A little true,Completely true,Very true,Moderately true,Completely true,Very true,Very true,Completely true,Very true,Very true,A little true,Very true,Moderately true,Moderately true,Very true,Moderately true,Moderately true,Very true,Not true at all,A little true,Very true,A little true,Moderately true,Moderately true,Completely true,Some of the time,A good bit of the time,Some of the time,A good bit of the time,None of the time,Some of the time,Several days,Not at all,Several days,Several days,Not at all,Several days,Several days,Declined,6,Nitrogen,8,Stormwater runoff,6,Summer (June - September),9,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",7,"Television,Social media,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",45 - 54,Female,,White or European,,Doctoral degree,Part-time,"$100,000 or more",Moderately liberal,Unknown,4
15/8/2024 15:12,15/8/2024 17:20,IP Address,100,7649,TRUE,15/8/2024 17:20,R_5ae9gtRrRaSMBHP,anonymous,EN,1,,0,0,,I agree,Yes,34205,,Single-family home,Own,,10 - 19 years,,Top priority,High priority,Low priority,Moderate priority,High priority,Top priority,High priority,High priority,High priority,Moderate priority,High priority,Top priority,High priority,Top priority,Moderate priority,High priority,A little true,Completely true,Moderately true,Very true,Not true at all,Completely true,Completely true,A little true,A little true,Completely true,Completely true,Moderately true,Completely true,Moderately true,Completely true,About once a week,About once a month,A few times,About once a week,About once a month,A few times,A few times,A few times,A few times,Never,Never,About once a week,A few times,A few times,A few times,Never,Multiple times per week,Never,About once a month,Never,Multiple times per week,About once a month,A few times,Much more than I do,Much more than I do,Much more than I do,A little less than I do,About the same as I do,About the same as I do,Much less than I do,Much less than I do,,"The shoreline or bank of a water body,A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food","Yes, a little involved","Yes, very involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Moderately true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,Not true at all,Completely true,Completely true,Completely true,Completely true,Moderately true,A little true,Very true,Not true at all,Moderately true,Very true,Moderately true,Completely true,A little true,Completely true,None of the time,Most of the time,Some of the time,A good bit of the time,None of the time,Most of the time,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Improved,8,Nitrogen,10,Stormwater runoff,8,Summer (June - September),10,"Boat propeller blades,Increased ocean temperature,Nutrient pollution",8,"Social media,Mail or email newsletters,Public meetings,Government websites,Non-governmental organization (NGO) websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",25 - 34,Female,,White or European,,Master's degree,Full-time,"$100,000 or more",Moderately liberal,Connection,5
15/8/2024 18:42,15/8/2024 19:06,IP Address,100,1434,TRUE,15/8/2024 19:06,R_6QH0G3PMCPaqhyx,anonymous,EN,1,,0,0,,I agree,Yes,33707,,Single-family home,Own,,5 - 9 years,,Moderate priority,High priority,High priority,Moderate priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Top priority,Low priority,Top priority,Top priority,Moderate priority,A little true,Moderately true,Moderately true,Moderately true,Not true at all,Completely true,Completely true,Very true,A little true,Very true,Completely true,Completely true,Completely true,Very true,Very true,Never,About once a week,About once a month,Multiple times per week,About once a week,Never,A few times,Multiple times per week,Never,Never,A few times,About once a month,A few times,About once a week,Multiple times per week,Never,Never,Never,Multiple times per week,About once a week,Multiple times per week,About once a week,Never,Much more than I do,Much more than I do,Much more than I do,Much less than I do,A little less than I do,A little less than I do,A little less than I do,About the same as I do,,,,"Yes, very involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, a little involved",Very true,Moderately true,Moderately true,A little true,A little true,Completely true,A little true,Moderately true,Moderately true,A little true,Very true,Not true at all,Very true,Moderately true,Very true,A little true,Very true,A little true,Completely true,Not true at all,A little true,Not true at all,Moderately true,Completely true,Not true at all,Completely true,A little of the time,All of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,5,Nitrogen,7,Stormwater runoff,3,Summer (June - September),3,"Boat propeller blades,Nutrient pollution",5,Newspapers or magazines,65 or older,Male,,White or European,,Master's degree,Retired,"$100,000 or more",Strongly liberal,Unknown,4
15/8/2024 18:59,15/8/2024 19:19,IP Address,100,1163,TRUE,15/8/2024 19:19,R_1YtUxweaUtaF3Z7,anonymous,EN,1,,0,0,,I agree,Yes,33702,,Single-family home,Own,,10 - 19 years,,Top priority,Top priority,High priority,Low priority,High priority,Top priority,Top priority,High priority,Low priority,High priority,Top priority,Top priority,Low priority,Low priority,High priority,Low priority,Moderately true,Moderately true,A little true,A little true,Not true at all,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Very true,A few times,About once a month,About once a week,About once a week,A few times,Never,Multiple times per week,Multiple times per week,A few times,Never,Never,About once a week,A few times,About once a week,About once a month,A few times,About once a month,Never,Never,A few times,About once a month,A few times,Never,Much more than I do,A little more than I do,Much more than I do,Much more than I do,About the same as I do,A little less than I do,About the same as I do,About the same as I do,Winter (December - February),,,"Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","No, not involved","Yes, a little involved","No, not involved",Moderately true,A little true,Very true,Moderately true,A little true,Completely true,Very true,Moderately true,Very true,Very true,Very true,A little true,Completely true,Moderately true,Very true,Moderately true,Very true,Completely true,Moderately true,Not true at all,Not true at all,Moderately true,A little true,Very true,Moderately true,Completely true,A little of the time,All of the time,A little of the time,Most of the time,None of the time,Most of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Declined,8,Nitrogen,7,Stormwater runoff,7,Summer (June - September),9,Nutrient pollution,7,"Social media,Newspapers or magazines,Government websites,Your own observations or experiences",25 - 34,Female,,White or European,,Master's degree,Full-time,"$50,000 - $74,999",Moderately liberal,Connection,3.5
15/8/2024 19:12,15/8/2024 19:42,IP Address,100,1850,TRUE,15/8/2024 19:42,R_10utRF5oq7G7Jlr,anonymous,EN,1,,0,0,,I agree,Yes,33541,,Single-family home,Own,,20 years or more,,Moderate priority,Moderate priority,High priority,High priority,Top priority,High priority,Top priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,High priority,A little true,Not true at all,Moderately true,Moderately true,Completely true,Completely true,Very true,Completely true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,About once a month,About once a month,About once a month,About once a week,Never,About once a month,About once a week,Multiple times per week,About once a month,Never,Never,About once a week,About once a month,A few times,Never,About once a week,Multiple times per week,About once a week,About once a week,Never,Multiple times per week,Multiple times per week,About once a month,Much more than I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,Fall (October - November),"The shoreline or bank of a water body,A fishing pier or boardwalk,A boat, kayak, or canoe","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food","No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, very involved",Completely true,Not true at all,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Very true,Completely true,Very true,Moderately true,Very true,Completely true,Moderately true,Moderately true,Completely true,Not true at all,Very true,A little true,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Moderately true,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Declined,5,Phosphorus,0,Stormwater runoff,5,Spring (March - May),0,Nutrient pollution,0,Social media,45 - 54,Female,,Black or African American,,Associate degree,Full-time,"$75,000 - $99,999",Neutral,Connection,1.5
